"Tabela 839 - Área plantada, área colhida, quantidade produzida e rendimento médio de milho, 1ª e 2ª safras"
"Variável - Área plantada (Hectares)"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Ano x Produto das lavouras temporárias"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"2003";;;"2004";;;"2005";;;"2006";;;"2007";;;"2008";;;"2009";;;"2010";;;"2011";;;"2012";;;"2013";;;"2014";;;"2015";;;"2016";;;"2017";;;"2018";;;"2019";;;"2020"
"Cód.";"UF, Mesorregião, Microrregião e Município, em ordem de código de Meso e Micro, e nome de Município - RN";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra";"Total";"Milho (em grão) - 1ª safra";"Milho (em grão) - 2ª safra"
"2410207";"      Portalegre";"800";"800";"-";"800";"800";"-";"300";"300";"-";"1365";"1365";"-";"400";"400";"-";"1000";"1000";"-";"1000";"1000";"-";"13";"13";"-";"553";"553";"-";"103";"103";"-";"1000";"1000";"-";"600";"600";"-";"100";"100";"-";"-";"-";"-";"100";"100";"-";"788";"788";"-";"1200";"1200";"-";"969";"969";"-"
"2410504";"      Rafael Fernandes";"800";"800";"-";"748";"748";"-";"400";"400";"-";"800";"800";"-";"700";"700";"-";"1000";"1000";"-";"700";"700";"-";"300";"300";"-";"675";"675";"-";"-";"-";"-";"433";"433";"-";"554";"554";"-";"500";"500";"-";"200";"200";"-";"181";"181";"-";"794";"794";"-";"255";"255";"-";"600";"600";"-"
"2410702";"      Riacho da Cruz";"816";"816";"-";"850";"850";"-";"450";"450";"-";"800";"800";"-";"750";"750";"-";"1000";"1000";"-";"1000";"1000";"-";"21";"21";"-";"521";"521";"-";"-";"-";"-";"133";"133";"-";"452";"452";"-";"342";"342";"-";"200";"200";"-";"143";"143";"-";"786";"786";"-";"571";"571";"-";"786";"786";"-"
"2411007";"      Rodolfo Fernandes";"800";"800";"-";"793";"793";"-";"705";"705";"-";"700";"700";"-";"597";"597";"-";"600";"600";"-";"600";"600";"-";"...";"...";"...";"600";"600";"-";"1000";"1000";"-";"600";"600";"-";"600";"600";"-";"-";"-";"-";"1667";"1667";"-";"250";"250";"-";"525";"525";"-";"456";"456";"-";"435";"435";"-"
"2411908";"      São Francisco do Oeste";"724";"724";"-";"750";"750";"-";"400";"400";"-";"800";"800";"-";"700";"700";"-";"1000";"1000";"-";"900";"900";"-";"25";"25";"-";"271";"271";"-";"123";"123";"-";"115";"115";"-";"600";"600";"-";"-";"-";"-";"133";"133";"-";"140";"140";"-";"695";"695";"-";"733";"733";"-";"600";"600";"-"
"2413607";"      Severiano Melo";"704";"704";"-";"703";"703";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-";"600";"600";"-";"...";"...";"...";"600";"600";"-";"480";"480";"-";"400";"400";"-";"400";"400";"-";"-";"-";"-";"1000";"1000";"-";"1000";"1000";"-";"1056";"1056";"-";"967";"967";"-";"990";"990";"-"
"2413805";"      Taboleiro Grande";"796";"796";"-";"800";"800";"-";"400";"400";"-";"800";"800";"-";"800";"800";"-";"1000";"1000";"-";"1000";"1000";"-";"22";"22";"-";"361";"361";"-";"-";"-";"-";"150";"150";"-";"500";"500";"-";"-";"-";"-";"100";"100";"-";"90";"90";"-";"792";"792";"-";"600";"600";"-";"727";"727";"-"
"2414100";"      Tenente Ananias";"800";"800";"-";"800";"800";"-";"400";"400";"-";"840";"840";"-";"700";"700";"-";"1000";"1000";"-";"800";"800";"-";"500";"500";"-";"600";"600";"-";"60";"60";"-";"67";"67";"-";"450";"450";"-";"54";"54";"-";"156";"156";"-";"200";"200";"-";"485";"485";"-";"500";"500";"-";"522";"522";"-"
"2414902";"      Viçosa";"778";"778";"-";"600";"600";"-";"229";"229";"-";"801";"801";"-";"1200";"1200";"-";"800";"800";"-";"600";"600";"-";"25";"25";"-";"724";"724";"-";"-";"-";"-";"250";"250";"-";"454";"454";"-";"224";"224";"-";"133";"133";"-";"143";"143";"-";"800";"800";"-";"833";"833";"-";"800";"800";"-"
"24007";"    Umarizal";"760";"760";"-";"669";"669";"-";"426";"426";"-";"741";"741";"-";"629";"629";"-";"944";"944";"-";"673";"673";"-";"167";"167";"-";"488";"488";"-";"165";"165";"-";"522";"522";"-";"505";"505";"-";"136";"136";"-";"242";"242";"-";"258";"258";"-";"714";"714";"-";"514";"514";"-";"563";"563";"-"
"2400604";"      Almino Afonso";"788";"788";"-";"545";"545";"-";"319";"319";"-";"750";"750";"-";"500";"500";"-";"1000";"1000";"-";"449";"449";"-";"8";"8";"-";"649";"649";"-";"-";"-";"-";"259";"259";"-";"500";"500";"-";"200";"200";"-";"300";"300";"-";"300";"300";"-";"778";"778";"-";"200";"200";"-";"667";"667";"-"
"2400901";"      Antônio Martins";"786";"786";"-";"750";"750";"-";"250";"250";"-";"800";"800";"-";"500";"500";"-";"1000";"1000";"-";"700";"700";"-";"300";"300";"-";"386";"386";"-";"47";"47";"-";"500";"500";"-";"569";"569";"-";"320";"320";"-";"-";"-";"-";"300";"300";"-";"767";"767";"-";"600";"600";"-";"625";"625";"-"
"2404002";"      Frutuoso Gomes";"800";"800";"-";"600";"600";"-";"248";"248";"-";"800";"800";"-";"180";"180";"-";"1100";"1100";"-";"650";"650";"-";"300";"300";"-";"164";"164";"-";"45";"45";"-";"200";"200";"-";"503";"503";"-";"157";"157";"-";"200";"200";"-";"154";"154";"-";"438";"438";"-";"217";"217";"-";"542";"542";"-"
"2405900";"      João Dias";"774";"774";"-";"603";"603";"-";"300";"300";"-";"848";"848";"-";"500";"500";"-";"1000";"1000";"-";"800";"800";"-";"300";"300";"-";"600";"600";"-";"53";"53";"-";"400";"400";"-";"551";"551";"-";"58";"58";"-";"200";"200";"-";"188";"188";"-";"900";"900";"-";"441";"441";"-";"526";"526";"-"
"2406908";"      Lucrécia";"795";"795";"-";"617";"617";"-";"400";"400";"-";"800";"800";"-";"849";"849";"-";"1200";"1200";"-";"800";"800";"-";"20";"20";"-";"346";"346";"-";"53";"53";"-";"450";"450";"-";"211";"211";"-";"150";"150";"-";"150";"150";"-";"150";"150";"-";"400";"400";"-";"300";"300";"-";"781";"781";"-"
"2407401";"      Martins";"800";"800";"-";"759";"759";"-";"650";"650";"-";"650";"650";"-";"800";"800";"-";"1000";"1000";"-";"849";"849";"-";"82";"82";"-";"674";"674";"-";"130";"130";"-";"360";"360";"-";"500";"500";"-";"192";"192";"-";"150";"150";"-";"163";"163";"-";"900";"900";"-";"629";"629";"-";"600";"600";"-"
"2408409";"      Olho d'Água do Borges";"666";"666";"-";"665";"665";"-";"600";"600";"-";"600";"600";"-";"542";"542";"-";"550";"550";"-";"550";"550";"-";"...";"...";"...";"500";"500";"-";"550";"550";"-";"433";"433";"-";"300";"300";"-";"-";"-";"-";"450";"450";"-";"440";"440";"-";"600";"600";"-";"585";"585";"-";"500";"500";"-"
"2409308";"      Patu";"681";"681";"-";"676";"676";"-";"600";"600";"-";"600";"600";"-";"500";"500";"-";"500";"500";"-";"500";"500";"-";"...";"...";"...";"500";"500";"-";"500";"500";"-";"500";"500";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"1200";"1200";"-";"684";"684";"-";"380";"380";"-"
"2410603";"      Rafael Godeiro";"814";"814";"-";"581";"581";"-";"298";"298";"-";"849";"849";"-";"400";"400";"-";"1000";"1000";"-";"700";"700";"-";"100";"100";"-";"300";"300";"-";"89";"89";"-";"200";"200";"-";"300";"300";"-";"71";"71";"-";"80";"80";"-";"83";"83";"-";"245";"245";"-";"230";"230";"-";"588";"588";"-"
"2413557";"      Serrinha dos Pintos";"800";"800";"-";"750";"750";"-";"550";"550";"-";"850";"850";"-";"800";"800";"-";"909";"909";"-";"800";"800";"-";"13";"13";"-";"629";"629";"-";"-";"-";"-";"435";"435";"-";"452";"452";"-";"64";"64";"-";"-";"-";"-";"100";"100";"-";"800";"800";"-";"571";"571";"-";"500";"500";"-"
"2414506";"      Umarizal";"700";"700";"-";"698";"698";"-";"600";"600";"-";"680";"680";"-";"680";"680";"-";"237";"237";"-";"238";"238";"-";"...";"...";"...";"400";"400";"-";"556";"556";"-";"747";"747";"-";"747";"747";"-";"400";"400";"-";"100";"100";"-";"1250";"1250";"-";"808";"808";"-";"672";"672";"-";"629";"629";"-"
"2402";"  Central Potiguar";"337";"337";"-";"255";"255";"-";"324";"324";"-";"522";"522";"-";"392";"392";"-";"405";"405";"-";"425";"425";"-";"221";"221";"-";"464";"416";"3273";"1220";"400";"1388";"472";"376";"1970";"250";"250";"-";"159";"159";"-";"306";"306";"-";"230";"230";"-";"398";"398";"-";"527";"527";"786";"564";"564";"-"
"24008";"    Macau";"329";"329";"-";"298";"298";"-";"344";"344";"-";"376";"376";"-";"401";"401";"-";"381";"381";"-";"395";"395";"-";"240";"240";"-";"405";"405";"-";"-";"-";"-";"585";"585";"-";"276";"276";"-";"154";"154";"-";"442";"442";"-";"444";"444";"-";"976";"976";"-";"539";"539";"-";"551";"551";"-"
"2401859";"      Caiçara do Norte";"400";"400";"-";"600";"600";"-";"500";"500";"-";"350";"350";"-";"393";"393";"-";"300";"300";"-";"400";"400";"-";"300";"300";"-";"400";"400";"-";"-";"-";"-";"600";"600";"-";"222";"222";"-";"500";"500";"-";"543";"543";"-";"2000";"2000";"-";"2000";"2000";"-";"636";"636";"-";"582";"582";"-"
"2404101";"      Galinhos";"300";"300";"-";"125";"125";"-";"300";"300";"-";"400";"400";"-";"400";"400";"-";"350";"350";"-";"400";"400";"-";"...";"...";"...";"400";"400";"-";"-";"-";"-";"375";"375";"-";"267";"267";"-";"-";"-";"-";"167";"167";"-";"333";"333";"-";"300";"300";"-";"500";"500";"-";"417";"417";"-"
"2404507";"      Guamaré";"300";"300";"-";"102";"102";"-";"200";"200";"-";"400";"400";"-";"400";"400";"-";"380";"380";"-";"400";"400";"-";"250";"250";"-";"410";"410";"-";"-";"-";"-";"375";"375";"-";"200";"200";"-";"-";"-";"-";"100";"100";"-";"200";"200";"-";"250";"250";"-";"500";"500";"-";"600";"600";"-"
"2407203";"      Macau";"300";"300";"-";"150";"150";"-";"250";"250";"-";"379";"379";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"100";"100";"-";"400";"400";"-";"-";"-";"-";"250";"250";"-";"167";"167";"-";"-";"-";"-";"200";"200";"-";"200";"200";"-";"200";"200";"-";"400";"400";"-";"500";"500";"-"
"2411601";"      São Bento do Norte";"400";"400";"-";"400";"400";"-";"400";"400";"-";"200";"200";"-";"417";"417";"-";"400";"400";"-";"350";"350";"-";"250";"250";"-";"400";"400";"-";"-";"-";"-";"600";"600";"-";"600";"600";"-";"114";"114";"-";"452";"452";"-";"453";"453";"-";"453";"453";"-";"469";"469";"-";"454";"454";"-"
"24009";"    Angicos";"252";"252";"-";"91";"91";"-";"186";"186";"-";"334";"334";"-";"345";"345";"-";"323";"323";"-";"381";"381";"-";"210";"210";"-";"429";"429";"-";"-";"-";"-";"256";"256";"-";"274";"274";"-";"241";"241";"-";"491";"491";"-";"237";"237";"-";"426";"426";"-";"403";"403";"-";"450";"450";"-"
"2400307";"      Afonso Bezerra";"250";"250";"-";"124";"124";"-";"147";"147";"-";"300";"300";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"300";"300";"-";"400";"400";"-";"-";"-";"-";"400";"400";"-";"190";"190";"-";"200";"200";"-";"80";"80";"-";"244";"244";"-";"348";"348";"-";"500";"500";"-";"500";"500";"-"
"2400802";"      Angicos";"200";"200";"-";"89";"89";"-";"250";"250";"-";"400";"400";"-";"300";"300";"-";"300";"300";"-";"301";"301";"-";"300";"300";"-";"500";"500";"-";"-";"-";"-";"500";"500";"-";"250";"250";"-";"133";"133";"-";"-";"-";"-";"240";"240";"-";"302";"302";"-";"453";"453";"-";"400";"400";"-"
"2401909";"      Caiçara do Rio do Vento";"350";"350";"-";"107";"107";"-";"200";"200";"-";"350";"350";"-";"292";"292";"-";"350";"350";"-";"400";"400";"-";"...";"...";"...";"400";"400";"-";"-";"-";"-";"375";"375";"-";"...";"...";"...";"-";"-";"-";"-";"-";"-";"...";"...";"...";"300";"300";"-";"350";"350";"-";"600";"600";"-"
"2403756";"      Fernando Pedroza";"250";"250";"-";"100";"100";"-";"150";"150";"-";"375";"375";"-";"250";"250";"-";"300";"300";"-";"400";"400";"-";"143";"143";"-";"400";"400";"-";"-";"-";"-";"-";"-";"-";"359";"359";"-";"200";"200";"-";"125";"125";"-";"269";"269";"-";"400";"400";"-";"406";"406";"-";"600";"600";"-"
"2405504";"      Jardim de Angicos";"400";"400";"-";"153";"153";"-";"248";"248";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"200";"200";"-";"400";"400";"-";"-";"-";"-";"300";"300";"-";"396";"396";"-";"406";"406";"-";"405";"405";"-";"116";"116";"-";"562";"562";"-";"400";"400";"-";"408";"408";"-"
"2406700";"      Lajes";"100";"100";"-";"50";"50";"-";"100";"100";"-";"320";"320";"-";"0";"0";"-";"300";"300";"-";"400";"400";"-";"0";"0";"-";"400";"400";"-";"-";"-";"-";"-";"-";"-";"100";"100";"-";"-";"-";"-";"100";"100";"-";"281";"281";"-";"400";"400";"-";"402";"402";"-";"200";"200";"-"
"2409605";"      Pedra Preta";"150";"150";"-";"100";"100";"-";"100";"100";"-";"300";"300";"-";"300";"300";"-";"300";"300";"-";"400";"400";"-";"200";"200";"-";"400";"400";"-";"-";"-";"-";"190";"190";"-";"100";"100";"-";"200";"200";"-";"571";"571";"-";"296";"296";"-";"800";"800";"-";"331";"331";"-";"408";"408";"-"
"2409704";"      Pedro Avelino";"200";"200";"-";"50";"50";"-";"100";"100";"-";"300";"300";"-";"250";"250";"-";"250";"250";"-";"400";"400";"-";"133";"133";"-";"450";"450";"-";"-";"-";"-";"400";"400";"-";"208";"208";"-";"-";"-";"-";"100";"100";"-";"200";"200";"-";"296";"296";"-";"351";"351";"-";"350";"350";"-"
"24010";"    Serra de Santana";"440";"440";"-";"327";"327";"-";"443";"443";"-";"580";"580";"-";"432";"432";"-";"435";"435";"-";"443";"443";"-";"200";"200";"-";"424";"424";"-";"400";"-";"400";"352";"303";"4000";"264";"264";"-";"119";"119";"-";"144";"144";"-";"208";"208";"-";"404";"404";"-";"601";"601";"-";"630";"630";"-"
"2401651";"      Bodó";"497";"497";"-";"397";"397";"-";"600";"600";"-";"700";"700";"-";"500";"500";"-";"400";"400";"-";"400";"400";"-";"44";"44";"-";"480";"480";"-";"-";"-";"-";"300";"300";"-";"160";"160";"-";"119";"119";"-";"148";"148";"-";"300";"300";"-";"600";"600";"-";"700";"700";"-";"1200";"1200";"-"
"2402709";"      Cerro Corá";"346";"346";"-";"345";"345";"-";"600";"600";"-";"600";"600";"-";"500";"500";"-";"500";"500";"-";"450";"450";"-";"222";"222";"-";"372";"372";"-";"-";"-";"-";"600";"600";"-";"150";"150";"-";"120";"120";"-";"150";"150";"-";"180";"180";"-";"600";"600";"-";"600";"600";"-";"400";"400";"-"
"2403806";"      Florânia";"500";"500";"-";"300";"300";"-";"400";"400";"-";"600";"600";"-";"300";"300";"-";"300";"300";"-";"400";"400";"-";"150";"150";"-";"367";"367";"-";"-";"-";"-";"-";"-";"-";"320";"320";"-";"-";"-";"-";"150";"150";"-";"100";"100";"-";"100";"100";"-";"1000";"1000";"-";"270";"270";"-"
"2406502";"      Lagoa Nova";"449";"449";"-";"349";"349";"-";"400";"400";"-";"600";"600";"-";"300";"300";"-";"500";"500";"-";"500";"500";"-";"500";"500";"-";"455";"455";"-";"-";"-";"-";"200";"200";"-";"67";"67";"-";"-";"-";"-";"67";"67";"-";"200";"200";"-";"250";"250";"-";"360";"360";"-";"500";"500";"-"
"2411403";"      Santana do Matos";"400";"400";"-";"153";"153";"-";"83";"83";"-";"350";"350";"-";"300";"300";"-";"300";"300";"-";"400";"400";"-";"167";"167";"-";"450";"450";"-";"-";"-";"-";"400";"400";"-";"446";"446";"-";"-";"-";"-";"120";"120";"-";"250";"250";"-";"350";"350";"-";"500";"500";"-";"500";"500";"-"
"2413003";"      São Vicente";"390";"390";"-";"346";"346";"-";"438";"438";"-";"600";"600";"-";"133";"133";"-";"501";"501";"-";"500";"500";"-";"141";"141";"-";"393";"393";"-";"400";"-";"400";"4000";"-";"4000";"198";"198";"-";"-";"-";"-";"-";"-";"-";"160";"160";"-";"78";"78";"-";"600";"600";"-";"429";"429";"-"
"2414159";"      Tenente Laurentino Cruz";"500";"500";"-";"356";"356";"-";"500";"500";"-";"600";"600";"-";"600";"600";"-";"400";"400";"-";"450";"450";"-";"44";"44";"-";"446";"446";"-";"-";"-";"-";"-";"-";"-";"250";"250";"-";"-";"-";"-";"-";"-";"-";"90";"90";"-";"150";"150";"-";"900";"900";"-";"900";"900";"-"
"24011";"    Seridó Ocidental";"386";"386";"-";"311";"311";"-";"390";"390";"-";"757";"757";"-";"421";"421";"-";"416";"416";"-";"587";"587";"-";"750";"750";"-";"893";"400";"3330";"2412";"-";"2412";"1118";"233";"1600";"257";"257";"-";"152";"152";"-";"152";"152";"-";"154";"154";"-";"317";"317";"-";"419";"411";"2000";"485";"485";"-"
"2402006";"      Caicó";"404";"404";"-";"296";"296";"-";"400";"400";"-";"700";"700";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"923";"923";"-";"1171";"400";"3500";"2400";"-";"2400";"-";"-";"-";"-";"-";"-";"-";"-";"-";"150";"150";"-";"-";"-";"-";"83";"83";"-";"600";"600";"-";"500";"500";"-"
"2404804";"      Ipueira";"333";"333";"-";"400";"400";"-";"333";"333";"-";"347";"347";"-";"400";"400";"-";"400";"400";"-";"556";"556";"-";"...";"...";"...";"389";"400";"333";"-";"-";"-";"250";"250";"-";"194";"194";"-";"200";"200";"-";"133";"133";"-";"200";"200";"-";"352";"352";"-";"736";"700";"2000";"255";"255";"-"
"2405603";"      Jardim de Piranhas";"402";"402";"-";"292";"292";"-";"417";"417";"-";"794";"794";"-";"500";"500";"-";"500";"500";"-";"523";"523";"-";"...";"...";"...";"400";"400";"-";"-";"-";"-";"1600";"-";"1600";"-";"-";"-";"-";"-";"-";"200";"200";"-";"100";"100";"-";"300";"300";"-";"500";"500";"-";"2000";"2000";"-"
"2411809";"      São Fernando";"355";"355";"-";"200";"200";"-";"400";"400";"-";"600";"600";"-";"333";"333";"-";"500";"500";"-";"900";"900";"-";"...";"...";"...";"375";"375";"-";"-";"-";"-";"-";"-";"-";"295";"295";"-";"111";"111";"-";"167";"167";"-";"100";"100";"-";"200";"200";"-";"500";"500";"-";"200";"200";"-"
"2412104";"      São João do Sabugi";"286";"286";"-";"350";"350";"-";"389";"389";"-";"350";"350";"-";"300";"300";"-";"399";"399";"-";"455";"455";"-";"...";"...";"...";"400";"400";"-";"2417";"-";"2417";"1600";"-";"1600";"242";"242";"-";"63";"63";"-";"133";"133";"-";"150";"150";"-";"350";"350";"-";"600";"600";"-";"250";"250";"-"
"2413409";"      Serra Negra do Norte";"400";"400";"-";"342";"342";"-";"400";"400";"-";"1600";"1600";"-";"600";"600";"-";"400";"400";"-";"600";"600";"-";"429";"429";"-";"400";"400";"-";"-";"-";"-";"-";"-";"-";"200";"200";"-";"267";"267";"-";"150";"150";"-";"100";"100";"-";"400";"400";"-";"200";"200";"-";"400";"400";"-"
"2414308";"      Timbaúba dos Batistas";"400";"400";"-";"375";"375";"-";"357";"357";"-";"400";"400";"-";"375";"375";"-";"400";"400";"-";"600";"600";"-";"...";"...";"...";"429";"429";"-";"-";"-";"-";"667";"200";"1600";"250";"250";"-";"333";"333";"-";"-";"-";"-";"100";"100";"-";"100";"100";"-";"608";"608";"-";"367";"367";"-"
"24012";"    Seridó Oriental";"413";"413";"-";"290";"290";"-";"353";"353";"-";"566";"566";"-";"305";"305";"-";"406";"406";"-";"424";"424";"-";"156";"156";"-";"428";"400";"2875";"844";"400";"1045";"3500";"-";"3500";"161";"161";"-";"154";"154";"-";"158";"158";"-";"142";"142";"-";"152";"152";"-";"407";"408";"300";"328";"328";"-"
"2400109";"      Acari";"444";"444";"-";"143";"143";"-";"400";"400";"-";"600";"600";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"...";"...";"...";"400";"400";"-";"833";"400";"3000";"-";"-";"-";"167";"167";"-";"-";"-";"-";"-";"-";"-";"100";"100";"-";"50";"50";"-";"500";"500";"-";"500";"500";"-"
"2402402";"      Carnaúba dos Dantas";"455";"455";"-";"77";"77";"-";"400";"400";"-";"701";"701";"-";"400";"400";"-";"450";"450";"-";"450";"450";"-";"86";"86";"-";"402";"402";"-";"2667";"-";"2667";"-";"-";"-";"136";"136";"-";"200";"200";"-";"133";"133";"-";"50";"50";"-";"50";"50";"-";"300";"300";"300";"300";"300";"-"
"2403004";"      Cruzeta";"397";"397";"-";"267";"267";"-";"333";"333";"-";"450";"450";"-";"300";"300";"-";"500";"500";"-";"407";"407";"-";"543";"543";"-";"400";"400";"-";"400";"-";"400";"2600";"-";"2600";"267";"267";"-";"-";"-";"-";"208";"208";"-";"160";"160";"-";"200";"200";"-";"600";"600";"-";"200";"200";"-"
"2403103";"      Currais Novos";"436";"436";"-";"346";"346";"-";"189";"189";"-";"600";"600";"-";"150";"150";"-";"500";"500";"-";"400";"400";"-";"75";"75";"-";"543";"420";"3000";"500";"400";"600";"-";"-";"-";"79";"79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"25";"-";"353";"353";"-";"350";"350";"-"
"2403400";"      Equador";"0";"0";"-";"200";"200";"-";"429";"429";"-";"354";"354";"-";"300";"300";"-";"403";"403";"-";"400";"400";"-";"136";"136";"-";"392";"392";"-";"-";"-";"-";"-";"-";"-";"182";"182";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"270";"270";"-";"148";"148";"-";"504";"504";"-"
"2405702";"      Jardim do Seridó";"342";"342";"-";"370";"370";"-";"417";"417";"-";"400";"400";"-";"571";"571";"-";"151";"151";"-";"478";"478";"-";"83";"83";"-";"403";"403";"-";"-";"-";"-";"-";"-";"-";"133";"133";"-";"214";"214";"-";"167";"167";"-";"167";"167";"-";"200";"200";"-";"400";"400";"-";"200";"200";"-"
"2408508";"      Ouro Branco";"357";"357";"-";"333";"333";"-";"400";"400";"-";"496";"496";"-";"300";"300";"-";"400";"400";"-";"450";"450";"-";"10";"10";"-";"399";"399";"-";"-";"-";"-";"-";"-";"-";"167";"167";"-";"-";"-";"-";"150";"150";"-";"-";"-";"-";"200";"200";"-";"600";"600";"-";"357";"357";"-"
"2408904";"      Parelhas";"444";"444";"-";"385";"385";"-";"417";"417";"-";"350";"350";"-";"200";"200";"-";"400";"400";"-";"400";"400";"-";"522";"522";"-";"403";"400";"1000";"2500";"-";"2500";"-";"-";"-";"216";"216";"-";"67";"67";"-";"150";"150";"-";"180";"180";"-";"180";"180";"-";"500";"500";"-";"400";"400";"-"
"2411429";"      Santana do Seridó";"0";"0";"-";"125";"125";"-";"...";"...";"...";"357";"357";"-";"350";"350";"-";"49";"49";"-";"444";"444";"-";"16";"16";"-";"302";"302";"-";"-";"-";"-";"-";"-";"-";"250";"250";"-";"-";"-";"-";"100";"100";"-";"-";"-";"-";"57";"57";"-";"150";"150";"-";"600";"600";"-"
"2412401";"      São José do Seridó";"500";"500";"-";"333";"333";"-";"...";"...";"...";"1000";"1000";"-";"400";"400";"-";"500";"500";"-";"400";"400";"-";"333";"333";"-";"400";"400";"-";"333";"-";"333";"5000";"-";"5000";"214";"214";"-";"-";"-";"-";"200";"200";"-";"100";"100";"-";"-";"-";"-";"450";"450";"-";"100";"100";"-"
"2403";"  Agreste Potiguar";"559";"559";"-";"649";"649";"-";"378";"378";"-";"423";"423";"-";"375";"375";"-";"680";"680";"-";"529";"529";"-";"461";"461";"-";"671";"671";"-";"250";"250";"-";"581";"581";"-";"603";"603";"-";"463";"463";"-";"278";"278";"-";"284";"284";"-";"620";"620";"-";"582";"582";"-";"575";"575";"-"
"24013";"    Baixa Verde";"549";"549";"-";"531";"531";"-";"385";"385";"-";"568";"568";"-";"362";"362";"-";"478";"478";"-";"424";"424";"-";"679";"679";"-";"606";"606";"-";"-";"-";"-";"646";"646";"-";"314";"314";"-";"408";"408";"-";"455";"455";"-";"426";"426";"-";"498";"498";"-";"499";"499";"-";"509";"509";"-"
"2401602";"      Bento Fernandes";"600";"600";"-";"549";"549";"-";"461";"461";"-";"500";"500";"-";"286";"286";"-";"657";"657";"-";"603";"603";"-";"698";"698";"-";"600";"600";"-";"-";"-";"-";"600";"600";"-";"...";"...";"...";"417";"417";"-";"667";"667";"-";"67";"67";"-";"600";"600";"-";"646";"646";"-";"520";"520";"-"
"2405108";"      Jandaíra";"400";"400";"-";"200";"200";"-";"300";"300";"-";"300";"300";"-";"306";"306";"-";"300";"300";"-";"400";"400";"-";"167";"167";"-";"400";"400";"-";"-";"-";"-";"400";"400";"-";"300";"300";"-";"-";"-";"-";"100";"100";"-";"200";"200";"-";"300";"300";"-";"500";"500";"-";"600";"600";"-"
"2405801";"      João Câmara";"600";"600";"-";"550";"550";"-";"350";"350";"-";"600";"600";"-";"400";"400";"-";"700";"700";"-";"449";"449";"-";"700";"700";"-";"700";"700";"-";"-";"-";"-";"800";"800";"-";"300";"300";"-";"460";"460";"-";"464";"464";"-";"463";"463";"-";"463";"463";"-";"463";"463";"-";"463";"463";"-"
"2408805";"      Parazinho";"300";"300";"-";"500";"500";"-";"400";"400";"-";"400";"400";"-";"300";"300";"-";"300";"300";"-";"450";"450";"-";"...";"...";"...";"400";"400";"-";"-";"-";"-";"600";"600";"-";"200";"200";"-";"533";"533";"-";"533";"533";"-";"615";"615";"-";"600";"600";"-";"557";"557";"-";"565";"565";"-"
"2410108";"      Poço Branco";"600";"600";"-";"600";"600";"-";"380";"380";"-";"800";"800";"-";"350";"350";"-";"600";"600";"-";"242";"242";"-";"700";"700";"-";"700";"700";"-";"-";"-";"-";"600";"600";"-";"400";"400";"-";"350";"350";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-";"400";"400";"-"
"24014";"    Borborema Potiguar";"494";"494";"-";"683";"683";"-";"371";"371";"-";"378";"378";"-";"275";"275";"-";"668";"668";"-";"540";"540";"-";"172";"172";"-";"619";"619";"-";"-";"-";"-";"366";"366";"-";"130";"130";"-";"103";"103";"-";"108";"108";"-";"157";"157";"-";"600";"600";"-";"573";"573";"-";"554";"554";"-"
